"gene";"DE_log2_FC";"std.error";"t.value";"p.value";"adj.p.value"
"ADCYAP1";2,32739050267624;0,554891961458477;4,19431288310419;0,000146894668487118;0,000671518484512538
"ADD1";-0,0982079332519037;0,068617424393852;-1,43123899096252;0,160107842494389;0,233981450140404
"ADD2";0,394150666564896;0,278962549683073;1,4129160599252;0,165393845710441;0,239826795154533
"ADD3";-0,337392680178589;0,109628308515611;-3,07760545380068;0,00375292276642203;0,0102121036573063
"ADGB";1,24741071664776;0,56562130736247;2,2053814105139;0,0332208949690068;0,0634743032887266
"ADGRA2";0,458487847151027;0,150439690994212;3,04765214632531;0,00406906640071443;0,0109742312559736
"ADGRA3";0,414927696204704;0,104926137284656;3,95447413716413;0,00030398869104515;0,00124624545225627
"ADGRB1";-0,547595857118164;0,179729743809048;-3,04677370318823;0,00407870607844123;0,0109965515936309
"ADGRB2";1,82128341370849;0,214348330038431;8,49683976255822;1,66122943336895e-10;8,72713625451935e-09
"ADGRB3";-0,522322936666292;0,202386852841271;-2,58081456049886;0,013620238524365;0,0302238864778425
"ADGRD1";-0,880538846027883;0,139626075459244;-6,30640690237626;1,73365369386594e-07;2,32522939636697e-06
